snake_name,scientific_name,toxicity,size
Small Coral Snake,Micrurus circinalis,venomous 💀💀💀💀 very dangerous bite,Length: up to 54.0 cm
Clark's Coral Snake,Micrurus clarki,venomous 💀💀💀💀 very dangerous bite,Length: up to 92.0 cm
Guyana Blackback Coral Snake,Micrurus collaris,venomous 💀💀💀💀 very dangerous bite,Length: up to 46.0 cm
Painted Coral Snake,Micrurus corallinus,venomous 💀💀💀💀 very dangerous bite,Length: up to 99.0 cm
Brazilian Coral Snake,Micrurus decoratus,venomous 💀💀💀💀 very dangerous bite,Length: up to 67.0 cm
Diana's Coral Snake,Micrurus diana,venomous 💀💀💀💀 very dangerous bite,Length: up to 101.0 cm
Variable Coral Snake,Micrurus diastema,venomous 💀💀💀💀 very dangerous bite,Length: up to 90.0 cm
Pygmy Coral Snake,Micrurus dissoleucus,venomous 💀💀💀💀 very dangerous bite,Length: up to 65.0 cm
West Mexican Coral Snake,Micrurus distans,venomous 💀💀💀💀 very dangerous bite,Length: up to 108.0 cm
Dumeril's Coral Snake,Micrurus dumerilii,venomous 💀💀💀💀 very dangerous bite,Length: up to 95.0 cm
Elegant Coral Snake,Micrurus elegans,venomous 💀💀💀💀 very dangerous bite,Length: up to 100.0 cm
Oaxacan Coral Snake,Micrurus ephippifer,venomous 💀💀💀💀 very dangerous bite,Length: up to 93.0 cm
Slender Coral Snake,Micrurus filiformis,venomous 💀💀💀💀 very dangerous bite,Length: up to 96.0 cm
Southern Coral Snake,Micrurus frontalis,venomous 💀💀💀💀 very dangerous bite,Length: up to 164.0 cm
Eastern Coral Snake,Micrurus fulvius,venomous 💀💀💀💀 very dangerous bite,Length: 17.8 to 130.0 cm
Hemprich's Coral Snake,Micrurus hemprichii,venomous 💀💀💀💀 very dangerous bite,Length: up to 92.0 cm
Mayan Coral Snake,Micrurus hippocrepis,venomous 💀💀💀💀 very dangerous bite,Length: up to 91.4 cm
Caatinga Coral Snake,Micrurus ibiboboca,venomous 💀💀💀💀 very dangerous bite,Length: up to 133.0 cm
Venezuela Coral Snake,Micrurus isozonus,venomous 💀💀💀💀 very dangerous bite,Length: up to 150.0 cm
Langsdorff's Coral Snake,Micrurus langsdorffi,venomous 💀💀💀💀 very dangerous bite,Length: up to 85.0 cm
Balsas Coral Snake,Micrurus laticollaris,venomous 💀💀💀💀 very dangerous bite,Length: up to 80.0 cm
Broad Ringed Coral Snake,Micrurus latifasciatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 114.0 cm
South American Coral Snake,Micrurus lemniscatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 145.0 cm
Tuxtlan Coral Snake,Micrurus limbatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 74.0 cm
Speckled Coral Snake,Micrurus margaritiferus,venomous 💀💀💀💀 very dangerous bite,Length: up to 78.0 cm
Medem's Coral Snake,Micrurus medemi,venomous 💀💀💀💀 very dangerous bite,Length: up to 70.0 cm
Merida Coral Snake,Micrurus meridensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 40.0 cm
Mertens' Coral Snake,Micrurus mertensi,venomous 💀💀💀💀 very dangerous bite,Length: up to 112.0 cm
Redtail Coral Snake,Micrurus mipartitus,venomous 💀💀💀💀 very dangerous bite,Length: up to 120.0 cm
Costa Rican Coral Snake,Micrurus mosquitensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 75.0 cm
Many Banded Coral Snake,Micrurus multifasciatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 113.0 cm
Cauca Coral Snake,Micrurus multiscutatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 85.0 cm
Andean Blackback Coral Snake,Micrurus narduccii,venomous 💀💀💀💀 very dangerous bite,Length: up to 116.0 cm
Natterer’s Coral Snake,Micrurus nattereri,venomous 💀💀💀💀 very dangerous bite,Length: up to 130.0 cm
Cloud Forest Coral Snake,Micrurus nebularis,venomous 💀💀💀💀 very dangerous bite,Length: up to 56.0 cm
Central American Coral Snake,Micrurus nigrocinctus,venomous 💀💀💀💀 very dangerous bite,Length: up to 115.0 cm
Bolivian Coral Snake,Micrurus obscurus,venomous 💀💀💀💀 very dangerous bite,Length: up to 120.0 cm
Tambo Coral Snake,Micrurus oligoanellatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 63.0 cm
Ornate Coral Snake,Micrurus ornatissimus,venomous 💀💀💀💀 very dangerous bite,Length: up to 84.0 cm
Pacaraima Coral Snake,Micrurus pacaraimae,venomous 💀💀💀💀 very dangerous bite,Length: up to 35.5 cm
Zapotitlán Coral Snake,Micrurus pachecogili,venomous 💀💀💀💀 very dangerous bite,Length: up to 80.0 cm
Para Coral Snake,Micrurus paraensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 53.0 cm
Peru Coral Snake,Micrurus peruvianus,venomous 💀💀💀💀 very dangerous bite,Length: up to 60.0 cm
Peters' Coral Snake,Micrurus petersi,venomous 💀💀💀💀 very dangerous bite,Length: up to 70.0 cm
Nayarit Coral Snake,Micrurus proximans,venomous 💀💀💀💀 very dangerous bite,Length: up to 57.0 cm
Carib Coral Snake,Micrurus psyches,venomous 💀💀💀💀 very dangerous bite,Length: up to 91.0 cm
Putumayo Coral Snake,Micrurus putumayensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 81.0 cm
Argentinean Coral Snake,Micrurus pyrrhocryptus,venomous 💀💀💀💀 very dangerous bite,Length: up to 125.0 cm
Neblina Coral Snake,Micrurus remotus,venomous 💀💀💀💀 very dangerous bite,Length: up to 57.0 cm
Ringed Slender Coral Snake,Micrurus renjifoi,venomous 💀💀💀💀 very dangerous bite,Length: up to 43.0 cm
Roatán Coral Snake,Micrurus ruatanus,venomous 💀💀💀💀 very dangerous bite,Length: up to 68.0 cm
Santander Coral Snake,Micrurus sangilensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 60.0 cm
Pygmy Slender Coral Snake,Micrurus scutiventris,venomous 💀💀💀💀 very dangerous bite,Length: up to 45.0 cm
Bolivian Coral Snake,Micrurus serranus,venomous 💀💀💀💀 very dangerous bite,Length: up to 82.0 cm
Silva's Coral Snake,Micrurus silviae,venomous 💀💀💀💀 very dangerous bite,Length: up to 151.0 cm
Amazon Coral Snake,Micrurus spixii,venomous 💀💀💀💀 very dangerous bite,Length: up to 160.0 cm
Colombian Coral Snake,Micrurus spurrelli,venomous 💀💀💀💀 very dangerous bite,Length: up to 63.0 cm
Steindachner's Coral Snake,Micrurus steindachneri,venomous 💀💀💀💀 very dangerous bite,Length: up to 88.0 cm
Panamanian Coral Snake,Micrurus stewarti,venomous 💀💀💀💀 very dangerous bite,Length: up to 88.0 cm
Stuart's Coral Snake,Micrurus stuarti,venomous 💀💀💀💀 very dangerous bite,Length: up to 75.0 cm
Aquatic Coral Snake,Micrurus surinamensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 135.0 cm
Texas Coral Snake,Micrurus tener,venomous 💀💀💀💀 very dangerous bite,Length: up to 122.0 cm
Desert Coral Snake,Micrurus tschudii,venomous 💀💀💀💀 very dangerous bite,Length: up to 88.0 cm
Paraíba Coral Snake,Micrurus potyguara,venomous 💀💀💀💀 very dangerous bite,Length: unknown
Tikuna Coral Snake,Micrurus tikuna,venomous 💀💀💀💀 very dangerous bite,Length: unknown
Common Big Eyed Snake,Mimophis mahfalensis,venomous ?💀? unclear dangerousness,Length: up to 100.0 cm
Sind River Mud Snake,Mintonophis pakistanicus,venomous 💀💀 harmful bite,Length: up to 98.7 cm
Reuss' Mud Snake,Miralia alternans,venomous 💀💀 harmful bite,Length: 13.7 to 50.0 cm
Black Scaled Worm Snake,Mitophis asbolepis,non-venomous ---,Length: unknown
Samana Thread Snake,Mitophis calypso,non-venomous ---,Length: unknown
Haitian Border Thread Snake,Mitophis leptepileptus,non-venomous ---,Length: unknown
Thomas' Blind Snake,Mitophis pyrites,non-venomous ---,Length: unknown
Barbour's Montane Pitviper,Mixcoatlus barbouri,venomous 💀💀💀 dangerous bite,Length: up to 60.0 cm
Brown’s Montane Pitviper,Mixcoatlus browni,venomous 💀💀💀 dangerous bite,Length: up to 48.0 cm
Mexican Pitviper,Mixcoatlus melanurus,venomous 💀💀💀 dangerous bite,Length: up to 60.0 cm
Cream Spotted Mountain Snake,Montaspis gilvomaculata,unclear toxicity ??? unclear dangerousness,Length: up to 33.0 cm
Kenya Montane Viper,Montatheris hindii,venomous 💀💀 harmful bite,Length: up to 35.0 cm
Central Turkish Mountain Viper,Montivipera albizona,venomous 💀💀💀 dangerous bite,Length: up to 78.0 cm
Lebanon Viper,Montivipera bornmuelleri,venomous 💀💀💀 dangerous bite,Length: up to 80.0 cm
Kuhrang Mountain Viper,Montivipera kuhrangica,venomous 💀💀💀 dangerous bite,Length: up to 66.5 cm
Latifi's Viper,Montivipera latifii,venomous 💀💀💀 dangerous bite,Length: up to 78.0 cm
Armenian Mountain Viper,Montivipera raddei,venomous 💀💀💀 dangerous bite,Length: up to 110.0 cm
Ocellated Mountain Viper,Montivipera wagneri,venomous 💀💀💀 dangerous bite,Length: 15.0 to 95.0 cm
Ottoman Viper,Montivipera xanthina,venomous 💀💀💀 dangerous bite,Length: 18.0 to 150.0 cm
Bulgardagh Viper,Montivipera bulgardaghica,venomous 💀💀💀 dangerous bite,Length: up to 78.0 cm
Kunene Racer,Mopanveldophis zebrinus,unclear toxicity ??? unclear dangerousness,Length: up to 65.0 cm
Bredl's Carpet Python,Morelia bredli,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: up to 265.0 cm
Rough Scaled Python,Morelia carinata,non-venomous 🐍🐍 constrictor – harmful,Length: up to 200.0 cm
Diamond Python,Morelia spilota,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: 30.0 to 400.0 cm
Green Tree Python,Morelia viridis,non-venomous 🐍🐍 constrictor – harmful,Length: up to 200.0 cm
Turkish Black Headed Snake,Muhtarophis barani,unclear toxicity ??? unclear dangerousness,Length: up to 50.0 cm
Two Colored Mussurana,Mussurana bicolor,unclear toxicity ??? unclear dangerousness,Length: up to 86.0 cm
Mountain Mussurana,Mussurana montana,unclear toxicity ??? unclear dangerousness,Length: up to 115.0 cm
Joaquim's Mussurana,Mussurana quimi,unclear toxicity ??? unclear dangerousness,Length: up to 120.0 cm
Myer's Snake,Myersophis alpestris,unclear toxicity ??? unclear dangerousness,Length: up to 66.0 cm
Adler’s Worm Snake,Myriopholis adleri,non-venomous ---,Length: unknown
White Bellied Worm Snake,Myriopholis albiventer,non-venomous ---,Length: unknown
Algerian Blind Snake,Myriopholis algeriensis,non-venomous ---,Length: unknown
Sindh Thread Snake,Myriopholis blanfordi,non-venomous ---,Length: unknown
Bouet’s Worm Snake,Myriopholis boueti,non-venomous ---,Length: unknown
Scortecci’s Blind Snake,Myriopholis braccianii,non-venomous ---,Length: unknown
Arabian Blind Snake,Myriopholis burii,non-venomous ---,Length: unknown
Cairo Blind Snake,Myriopholis cairi,non-venomous ---,Length: up to 25.0 cm
Eritrean Worm Snake,Myriopholis erythraeus,non-venomous ---,Length: unknown
Socotra Island Blind Snake,Myriopholis filiformis,non-venomous ---,Length: unknown
Ionides’ Worm Snake,Myriopholis ionidesi,non-venomous ---,Length: unknown
Long Tailed Thread Snake,Myriopholis longicauda,non-venomous ---,Length: unknown
Hook Snouted Worm Snake,Myriopholis macrorhyncha,non-venomous ---,Length: up to 28.0 cm
Boulenger's Blind Snake,Myriopholis macrura,non-venomous ---,Length: unknown
Bignose Blind Snake,Myriopholis narirostris,non-venomous ---,Length: unknown
Nurse's Blind Snake,Myriopholis nursii,non-venomous ---,Length: unknown
Cameroon Blind Snake,Myriopholis perreti,non-venomous ---,Length: unknown
Roux Estève’s Worm Snake,Myriopholis rouxestevae,non-venomous ---,Length: unknown
Tana Worm Snake,Myriopholis tanae,non-venomous ---,Length: unknown
Wilson's Blind Snake,Myriopholis wilsoni,non-venomous ---,Length: unknown
Yemen Blind Snake,Myriopholis yemenica,non-venomous ---,Length: unknown
Parker’s Worm Snake,Myriopholis parkeri,non-venomous ---,Length: unknown
Lanza's Blind Snake,Myriopholis lanzai,non-venomous ---,Length: unknown
Aru Mangrove Snake,Myron karnsi,venomous ?💀? unclear dangerousness,Length: unknown
Broome Mangrove Snake,Myron resetari,venomous ?💀? unclear dangerousness,Length: unknown
Richardson’s Mangrove Snake,Myron richardsonii,venomous ?💀? unclear dangerousness,Length: up to 60.0 cm
Bennett's Mud Snake,Myrrophis bennettii,venomous 💀💀 harmful bite,Length: up to 68.0 cm
Chinese Mud Snake,Myrrophis chinensis,venomous 💀💀 harmful bite,Length: up to 83.0 cm
Anchieta's Cobra,Naja anchietae,venomous 💀💀💀💀 very dangerous bite,Length: 22.0 to 250.0 cm
Ringed Water Cobra,Naja annulata,venomous 💀💀💀💀 very dangerous bite,Length: up to 270.0 cm
Banded Cobra,Naja annulifera,venomous 💀💀💀💀 very dangerous bite,Length: 22.0 to 245.0 cm
Arabian Cobra,Naja arabica,venomous 💀💀💀💀 very dangerous bite,Length: up to 240.0 cm
Giant Spitting Cobra,Naja ashei,venomous 💀💀💀💀 very dangerous bite,Length: up to 274.3 cm
Chinese Cobra,Naja atra,venomous 💀💀💀💀 very dangerous bite,Length: 20.0 to 200.0 cm
Congo Water Cobra,Naja christyi,venomous 💀💀💀💀 very dangerous bite,Length: up to 226.0 cm
Egyptian Cobra,Naja haje,venomous 💀💀💀💀 very dangerous bite,Length: 23.0 to 300.0 cm
Monocled Cobra,Naja kaouthia,venomous 💀💀💀💀 very dangerous bite,Length: 20.0 to 230.0 cm
Mali Cobra,Naja katiensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 107.0 cm
Burmese Spitting Cobra,Naja mandalayensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 140.0 cm
Forest Cobra,Naja melanoleuca,venomous 💀💀💀💀 very dangerous bite,Length: 22.0 to 320.0 cm
Mozambique Spitting Cobra,Naja mossambica,venomous 💀💀💀💀 very dangerous bite,Length: 23.0 to 154.0 cm
Burrowing Cobra,Naja multifasciata,venomous 💀💀💀💀 very dangerous bite,Length: up to 81.0 cm
Spectacled Cobra,Naja naja,venomous 💀💀💀💀 very dangerous bite,Length: 20.0 to 220.0 cm
Zebra Spitting Cobra,Naja nigricincta,venomous 💀💀💀💀 very dangerous bite,Length: up to 180.0 cm
Black Necked Spitting Cobra,Naja nigricollis,venomous 💀💀💀💀 very dangerous bite,Length: 20.0 to 280.0 cm
Cape Cobra,Naja nivea,venomous 💀💀💀💀 very dangerous bite,Length: 26.0 to 185.0 cm
Nubian Spitting Cobra,Naja nubiae,venomous 💀💀💀💀 very dangerous bite,Length: up to 148.0 cm
Caspian Cobra,Naja oxiana,venomous 💀💀💀💀 very dangerous bite,Length: up to 190.0 cm
Red Spitting Cobra,Naja pallida,venomous 💀💀💀💀 very dangerous bite,Length: up to 157.0 cm
Northern Philippine Cobra,Naja philippinensis,venomous 💀💀💀💀 very dangerous bite,Length: 25.0 to 200.0 cm
Andaman Cobra,Naja sagittifera,venomous 💀💀💀💀 very dangerous bite,Length: up to 180.0 cm
Samar Cobra,Naja samarensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 140.0 cm
Senegalese Cobra,Naja senegalensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 230.0 cm
Indochinese Spitting Cobra,Naja siamensis,venomous 💀💀💀💀 very dangerous bite,Length: 20.0 to 160.0 cm
Javan Spitting Cobra,Naja sputatrix,venomous 💀💀💀💀 very dangerous bite,Length: up to 185.0 cm
Sumatran Spitting Cobra,Naja sumatrana,venomous 💀💀💀💀 very dangerous bite,Length: 28.0 to 161.0 cm
São Tomé Cobra,Naja peroescobari,venomous 💀💀💀💀 very dangerous bite,Length: unknown
Slender Thread Snake,Namibiana gracilior,non-venomous ---,Length: unknown
Damara Thread Snake,Namibiana labialis,non-venomous ---,Length: unknown
Benguela Worm Snake,Namibiana latifrons,non-venomous ---,Length: unknown
Western Thread Snake,Namibiana occidentalis,non-venomous ---,Length: unknown
Bocage's Blind Snake,Namibiana rostrata,non-venomous ---,Length: unknown
Southwestern Forest Marsh Snake,Natriciteres bipostocularis,unclear toxicity ??? unclear dangerousness,Length: unknown
Forest Marsh Snake,Natriciteres fuliginoides,unclear toxicity ??? unclear dangerousness,Length: up to 56.0 cm
Olive Marsh Snake,Natriciteres olivacea,unclear toxicity ??? unclear dangerousness,Length: 15.9 to 60.0 cm
Forest Marsh Snake,Natriciteres sylvatica,unclear toxicity ??? unclear dangerousness,Length: unknown
Variable Marsh Snake,Natriciteres variegata,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
Variable Marsh Snake,Natriciteres pembana,unclear toxicity ??? unclear dangerousness,Length: unknown
Viperine Water Snake,Natrix maura,venomous 💀 considered harmless,Length: 15.0 to 130.0 cm
Dice Snake,Natrix tessellata,venomous 💀 considered harmless,Length: 14.0 to 150.0 cm
Western Black Striped Snake,Neelaps calonotus,venomous 💀💀 harmful bite,Length: up to 29.0 cm
Salt Marsh Snake,Nerodia clarkii,unclear toxicity ??? unclear dangerousness,Length: 17.0 to 93.0 cm
Mississippi Green Water Snake,Nerodia cyclopion,unclear toxicity ??? unclear dangerousness,Length: 25.0 to 190.0 cm
